country,year,age,sex,education,occupation,internet_use,cult_ballet,cult_cinema,cult_theatre,cult_concert,cult_library,cult_monuments,cult_museum,cult_ballet_bin,cult_cinema_bin,cult_theatre_bin,cult_concert_bin,cult_library_bin,cult_monuments_bin,cult_museum_bin,part_index,part_any,internet_use_rev,education_cat,female,year_2013,gdp_pc,culture_exp
DK,2007,27,1,98,2,1,1,4,3,4,4,1,2,0,1,1,1,1,0,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,22,2,98,2,1,1,4,2,3,4,4,3,0,1,1,1,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,29,2,25,15,6,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,1,high,1,0,30885.9,1.8
DK,2007,26,2,23,3,1,1,1,1,1,4,1,1,0,0,0,0,1,0,0,1,1,6,high,1,0,30885.9,1.8
DK,2007,20,2,97,3,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,6,high,1,0,30885.9,1.8
DK,2007,26,1,22,15,1,1,4,1,3,1,4,1,0,1,0,1,0,1,0,3,1,6,high,0,0,30885.9,1.8
DK,2007,21,2,98,2,1,1,4,1,2,4,3,4,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,24,1,98,2,2,1,1,1,2,4,4,4,0,0,0,1,1,1,1,4,1,5,high,0,0,30885.9,1.8
DK,2007,21,2,98,2,1,1,3,1,2,4,3,2,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,22,2,98,2,2,2,3,2,2,4,4,2,1,1,1,1,1,1,1,7,1,5,high,1,0,30885.9,1.8
DK,2007,26,2,98,2,1,1,4,2,4,4,3,4,0,1,1,1,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,23,2,22,17,1,1,2,1,2,1,1,1,0,1,0,1,0,0,0,2,1,6,high,1,0,30885.9,1.8
DK,2007,25,1,98,2,1,1,1,1,4,4,1,1,0,0,0,1,1,0,0,2,1,6,high,0,0,30885.9,1.8
DK,2007,22,2,98,2,1,2,3,2,3,4,4,2,1,1,1,1,1,1,1,7,1,6,high,1,0,30885.9,1.8
DK,2007,21,2,98,2,1,2,4,3,3,4,4,3,1,1,1,1,1,1,1,7,1,6,high,1,0,30885.9,1.8
DK,2007,23,2,19,15,1,1,3,2,4,4,3,3,0,1,1,1,1,1,1,6,1,6,medium,1,0,30885.9,1.8
DK,2007,21,2,98,2,1,1,4,1,4,3,3,4,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,22,1,98,2,1,1,4,1,3,4,2,1,0,1,0,1,1,1,0,4,1,6,high,0,0,30885.9,1.8
DK,2007,29,1,98,2,1,1,2,1,1,4,1,1,0,1,0,0,1,0,0,2,1,6,high,0,0,30885.9,1.8
DK,2007,20,2,98,2,1,1,2,1,2,4,2,2,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,23,2,98,2,1,1,4,2,2,4,4,3,0,1,1,1,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,27,2,98,2,1,3,4,3,3,4,4,4,1,1,1,1,1,1,1,7,1,6,high,1,0,30885.9,1.8
DK,2007,25,2,98,2,1,1,3,2,3,1,2,2,0,1,1,1,0,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,25,1,18,18,2,1,2,2,2,2,2,2,0,1,1,1,1,1,1,6,1,5,medium,0,0,30885.9,1.8
DK,2007,21,1,98,2,1,2,3,2,2,4,2,2,1,1,1,1,1,1,1,7,1,6,high,0,0,30885.9,1.8
DK,2007,28,1,24,12,1,1,3,1,2,1,4,4,0,1,0,1,0,1,1,4,1,6,high,0,0,30885.9,1.8
DK,2007,25,1,NA,18,1,1,4,1,1,3,4,2,0,1,0,0,1,1,1,4,1,6,NA,0,0,30885.9,1.8
DK,2007,15,2,98,2,2,1,4,1,2,2,2,1,0,1,0,1,1,1,0,4,1,5,high,1,0,30885.9,1.8
DK,2007,26,2,20,12,1,1,1,1,2,1,3,1,0,0,0,1,0,1,0,2,1,6,high,1,0,30885.9,1.8
DK,2007,23,2,98,2,1,1,3,1,1,4,4,3,0,1,0,0,1,1,1,4,1,6,high,1,0,30885.9,1.8
DK,2007,23,1,98,2,1,4,2,4,4,4,3,2,1,1,1,1,1,1,1,7,1,6,high,0,0,30885.9,1.8
DK,2007,19,2,98,2,1,1,3,1,3,4,2,1,0,1,0,1,1,1,0,4,1,6,high,1,0,30885.9,1.8
DK,2007,22,1,98,2,1,1,4,1,2,4,2,2,0,1,0,1,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,23,1,98,2,1,1,2,1,1,2,3,3,0,1,0,0,1,1,1,4,1,6,high,0,0,30885.9,1.8
DK,2007,23,1,98,2,1,1,2,1,1,4,4,4,0,1,0,0,1,1,1,4,1,6,high,0,0,30885.9,1.8
DK,2007,24,2,NA,4,1,1,2,1,1,1,2,4,0,1,0,0,0,1,1,3,1,6,NA,1,0,30885.9,1.8
DK,2007,29,1,18,12,1,1,2,2,3,1,2,1,0,1,1,1,0,1,0,4,1,6,medium,0,0,30885.9,1.8
DK,2007,19,1,98,2,1,1,4,1,2,4,2,2,0,1,0,1,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,20,1,98,2,1,1,1,1,1,4,2,1,0,0,0,0,1,1,0,2,1,6,high,0,0,30885.9,1.8
DK,2007,28,2,26,15,1,2,2,1,4,1,2,2,1,1,0,1,0,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,24,1,19,13,2,1,4,2,2,3,1,1,0,1,1,1,1,0,0,4,1,5,medium,0,0,30885.9,1.8
DK,2007,16,2,98,2,1,1,4,2,2,3,2,1,0,1,1,1,1,1,0,5,1,6,high,1,0,30885.9,1.8
DK,2007,16,1,98,2,1,1,4,1,2,2,4,2,0,1,0,1,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,25,1,19,12,2,1,4,1,2,4,2,1,0,1,0,1,1,1,0,4,1,5,medium,0,0,30885.9,1.8
DK,2007,18,1,98,2,1,1,3,2,4,4,3,3,0,1,1,1,1,1,1,6,1,6,high,0,0,30885.9,1.8
DK,2007,26,2,17,3,3,1,2,2,2,2,2,1,0,1,1,1,1,1,0,5,1,4,medium,1,0,30885.9,1.8
DK,2007,20,2,18,15,3,1,4,1,2,3,2,2,0,1,0,1,1,1,1,5,1,4,medium,1,0,30885.9,1.8
DK,2007,27,2,98,2,1,2,3,1,1,1,1,1,1,1,0,0,0,0,0,2,1,6,high,1,0,30885.9,1.8
DK,2007,18,1,98,2,1,1,2,1,4,1,3,2,0,1,0,1,0,1,1,4,1,6,high,0,0,30885.9,1.8
DK,2007,19,2,98,2,1,1,3,1,2,4,1,1,0,1,0,1,1,0,0,3,1,6,high,1,0,30885.9,1.8
DK,2007,22,1,98,2,1,1,3,1,4,4,4,2,0,1,0,1,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,21,2,98,2,2,1,2,1,2,2,4,4,0,1,0,1,1,1,1,5,1,5,high,1,0,30885.9,1.8
DK,2007,25,1,23,15,1,1,4,2,1,4,4,4,0,1,1,0,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,22,2,98,2,1,1,4,1,2,1,3,4,0,1,0,1,0,1,1,4,1,6,high,1,0,30885.9,1.8
DK,2007,29,1,98,2,3,2,4,1,1,3,2,3,1,1,0,0,1,1,1,5,1,4,high,0,0,30885.9,1.8
DK,2007,24,1,98,2,1,3,3,2,4,4,4,4,1,1,1,1,1,1,1,7,1,6,high,0,0,30885.9,1.8
DK,2007,27,1,98,2,2,1,3,1,2,4,4,2,0,1,0,1,1,1,1,5,1,5,high,0,0,30885.9,1.8
DK,2007,26,1,98,2,1,2,3,2,2,4,2,1,1,1,1,1,1,1,0,6,1,6,high,0,0,30885.9,1.8
DK,2007,20,1,98,2,1,1,4,2,4,3,2,2,0,1,1,1,1,1,1,6,1,6,high,0,0,30885.9,1.8
DK,2007,21,1,98,2,1,1,4,2,1,4,4,3,0,1,1,0,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,24,1,98,2,1,1,1,2,2,2,2,3,0,0,1,1,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,25,1,98,2,1,1,4,2,1,3,2,1,0,1,1,0,1,1,0,4,1,6,high,0,0,30885.9,1.8
DK,2007,20,1,98,2,1,1,1,1,4,2,4,4,0,0,0,1,1,1,1,4,1,6,high,0,0,30885.9,1.8
DK,2007,24,1,98,2,2,2,3,2,3,3,4,4,1,1,1,1,1,1,1,7,1,5,high,0,0,30885.9,1.8
DK,2007,19,1,98,2,1,1,2,2,4,3,2,3,0,1,1,1,1,1,1,6,1,6,high,0,0,30885.9,1.8
DK,2007,25,1,NA,3,1,2,3,1,2,4,2,2,1,1,0,1,1,1,1,6,1,6,NA,0,0,30885.9,1.8
DK,2007,18,1,NA,17,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,NA,0,0,30885.9,1.8
DK,2007,20,1,19,18,3,1,2,3,3,3,3,2,0,1,1,1,1,1,1,6,1,4,medium,0,0,30885.9,1.8
DK,2007,25,2,98,2,1,2,4,2,2,4,4,4,1,1,1,1,1,1,1,7,1,6,high,1,0,30885.9,1.8
DK,2007,25,1,NA,15,1,1,1,1,4,1,2,1,0,0,0,1,0,1,0,2,1,6,NA,0,0,30885.9,1.8
DK,2007,29,1,21,18,2,1,4,1,4,4,4,2,0,1,0,1,1,1,1,5,1,5,high,0,0,30885.9,1.8
DK,2007,21,2,98,2,1,1,3,2,3,3,4,2,0,1,1,1,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,26,2,19,15,1,1,2,1,1,2,1,1,0,1,0,0,1,0,0,2,1,6,medium,1,0,30885.9,1.8
DK,2007,28,1,20,17,1,1,NA,1,2,1,1,1,0,NA,0,1,0,0,0,NA,NA,6,high,0,0,30885.9,1.8
DK,2007,16,2,98,2,5,2,2,2,1,2,2,2,1,1,1,0,1,1,1,6,1,2,high,1,0,30885.9,1.8
DK,2007,16,2,98,2,1,1,4,2,1,1,2,2,0,1,1,0,0,1,1,4,1,6,high,1,0,30885.9,1.8
DK,2007,15,1,98,2,1,2,2,2,1,2,4,3,1,1,1,0,1,1,1,6,1,6,high,0,0,30885.9,1.8
DK,2007,27,1,19,17,2,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,medium,0,0,30885.9,1.8
DK,2007,26,1,98,2,2,1,3,1,1,4,1,1,0,1,0,0,1,0,0,2,1,5,high,0,0,30885.9,1.8
DK,2007,21,2,98,2,1,1,4,1,3,2,2,2,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,27,1,21,13,1,1,4,1,2,3,1,1,0,1,0,1,1,0,0,3,1,6,high,0,0,30885.9,1.8
DK,2007,18,1,98,2,2,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,high,0,0,30885.9,1.8
DK,2007,28,2,23,13,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,6,high,1,0,30885.9,1.8
DK,2007,20,2,98,2,1,1,4,1,1,3,2,1,0,1,0,0,1,1,0,3,1,6,high,1,0,30885.9,1.8
DK,2007,25,1,20,17,5,1,3,1,3,1,4,2,0,1,0,1,0,1,1,4,1,2,high,0,0,30885.9,1.8
DK,2007,15,1,98,2,1,1,2,1,1,2,2,3,0,1,0,0,1,1,1,4,1,6,high,0,0,30885.9,1.8
DK,2007,29,2,29,3,1,1,4,1,3,4,2,2,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,16,1,98,2,2,1,3,2,2,2,3,3,0,1,1,1,1,1,1,6,1,5,high,0,0,30885.9,1.8
DK,2007,16,2,98,2,2,2,4,3,2,2,2,1,1,1,1,1,1,1,0,6,1,5,high,1,0,30885.9,1.8
DK,2007,18,2,98,2,1,1,3,2,2,3,3,2,0,1,1,1,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,22,2,21,13,1,2,4,1,3,2,3,2,1,1,0,1,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,27,2,26,1,1,1,2,1,2,2,3,3,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,25,2,98,2,1,2,4,2,3,4,4,4,1,1,1,1,1,1,1,7,1,6,high,1,0,30885.9,1.8
DK,2007,24,2,98,2,1,1,4,2,3,4,2,2,0,1,1,1,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,22,1,98,2,1,1,4,1,2,4,2,3,0,1,0,1,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,26,2,98,2,1,1,3,1,2,4,2,3,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,27,2,23,15,2,1,3,1,2,2,2,2,0,1,0,1,1,1,1,5,1,5,high,1,0,30885.9,1.8
DK,2007,26,1,98,2,1,1,4,2,3,4,3,2,0,1,1,1,1,1,1,6,1,6,high,0,0,30885.9,1.8
DK,2007,27,1,26,3,1,2,4,2,3,4,3,3,1,1,1,1,1,1,1,7,1,6,high,0,0,30885.9,1.8
DK,2007,23,1,98,2,1,2,4,1,2,4,4,4,1,1,0,1,1,1,1,6,1,6,high,0,0,30885.9,1.8
DK,2007,24,1,98,2,1,1,4,2,3,4,4,3,0,1,1,1,1,1,1,6,1,6,high,0,0,30885.9,1.8
DK,2007,22,2,19,15,1,2,2,2,1,2,4,2,1,1,1,0,1,1,1,6,1,6,medium,1,0,30885.9,1.8
DK,2007,24,2,98,2,2,2,3,3,3,4,4,4,1,1,1,1,1,1,1,7,1,5,high,1,0,30885.9,1.8
DK,2007,22,2,98,2,1,1,4,2,4,4,3,3,0,1,1,1,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,15,1,98,2,2,1,2,1,1,4,4,2,0,1,0,0,1,1,1,4,1,5,high,0,0,30885.9,1.8
DK,2007,24,1,NA,13,1,1,3,1,1,2,4,3,0,1,0,0,1,1,1,4,1,6,NA,0,0,30885.9,1.8
DK,2007,26,1,98,2,1,2,4,1,1,4,4,4,1,1,0,0,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,25,1,25,12,1,2,2,2,1,1,4,3,1,1,1,0,0,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,16,1,98,2,1,1,4,2,1,3,3,3,0,1,1,0,1,1,1,5,1,6,high,0,0,30885.9,1.8
DK,2007,20,2,98,2,4,1,4,1,2,2,1,2,0,1,0,1,1,0,1,4,1,3,high,1,0,30885.9,1.8
DK,2007,29,2,98,2,1,1,4,1,3,4,3,3,0,1,0,1,1,1,1,5,1,6,high,1,0,30885.9,1.8
DK,2007,26,1,23,17,1,1,4,3,2,4,4,3,0,1,1,1,1,1,1,6,1,6,high,0,0,30885.9,1.8
DK,2007,28,2,98,2,1,1,1,1,1,4,3,3,0,0,0,0,1,1,1,3,1,6,high,1,0,30885.9,1.8
DK,2007,26,2,98,2,1,2,2,2,2,4,3,1,1,1,1,1,1,1,0,6,1,6,high,1,0,30885.9,1.8
DK,2007,25,2,23,12,6,1,4,2,4,3,3,3,0,1,1,1,1,1,1,6,1,1,high,1,0,30885.9,1.8
DK,2007,24,2,NA,4,1,1,1,1,1,4,1,1,0,0,0,0,1,0,0,1,1,6,NA,1,0,30885.9,1.8
DK,2007,17,2,98,2,1,2,3,3,1,4,4,2,1,1,1,0,1,1,1,6,1,6,high,1,0,30885.9,1.8
DK,2007,28,1,22,17,1,1,4,1,3,4,1,2,0,1,0,1,1,0,1,4,1,6,high,0,0,30885.9,1.8
DK,2007,22,2,98,2,1,2,4,2,3,4,3,3,1,1,1,1,1,1,1,7,1,6,high,1,0,30885.9,1.8
DK,2007,21,2,98,2,2,3,2,4,4,4,1,1,1,1,1,1,1,0,0,5,1,5,high,1,0,30885.9,1.8
DK,2007,28,1,26,13,1,2,4,3,3,3,3,4,1,1,1,1,1,1,1,7,1,6,high,0,0,30885.9,1.8
EL,2007,18,2,98,2,3,1,4,2,2,2,2,2,0,1,1,1,1,1,1,6,1,4,high,1,0,22815.1,0.7
EL,2007,26,2,23,12,5,2,2,2,1,2,2,2,1,1,1,0,1,1,1,6,1,2,high,1,0,22815.1,0.7
EL,2007,28,2,23,13,1,1,4,2,2,1,1,1,0,1,1,1,0,0,0,3,1,6,high,1,0,22815.1,0.7
EL,2007,26,2,22,16,6,1,3,3,1,1,1,1,0,1,1,0,0,0,0,2,1,1,high,1,0,22815.1,0.7
EL,2007,29,1,26,13,2,1,4,4,1,1,1,1,0,1,1,0,0,0,0,2,1,5,high,0,0,22815.1,0.7
EL,2007,15,2,98,2,2,1,4,1,3,3,2,2,0,1,0,1,1,1,1,5,1,5,high,1,0,22815.1,0.7
EL,2007,27,1,21,17,1,2,4,2,4,2,3,2,1,1,1,1,1,1,1,7,1,6,high,0,0,22815.1,0.7
EL,2007,23,2,18,3,6,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,medium,1,0,22815.1,0.7
EL,2007,28,1,21,17,1,1,3,1,1,3,4,4,0,1,0,0,1,1,1,4,1,6,high,0,0,22815.1,0.7
EL,2007,17,1,98,2,6,1,4,1,1,1,2,1,0,1,0,0,0,1,0,2,1,1,high,0,0,22815.1,0.7
EL,2007,28,2,24,1,1,2,4,4,2,1,2,3,1,1,1,1,0,1,1,6,1,6,high,1,0,22815.1,0.7
EL,2007,25,2,22,3,4,1,1,1,2,1,1,1,0,0,0,1,0,0,0,1,1,3,high,1,0,22815.1,0.7
EL,2007,24,2,23,13,5,1,4,2,1,1,2,2,0,1,1,0,0,1,1,4,1,2,high,1,0,22815.1,0.7
EL,2007,27,2,18,17,3,1,2,2,1,1,1,1,0,1,1,0,0,0,0,2,1,4,medium,1,0,22815.1,0.7
EL,2007,22,2,98,2,2,2,2,1,2,1,1,1,1,1,0,1,0,0,0,3,1,5,high,1,0,22815.1,0.7
EL,2007,29,2,22,9,1,3,4,2,3,1,1,2,1,1,1,1,0,0,1,5,1,6,high,1,0,22815.1,0.7
EL,2007,21,2,18,1,6,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,1,medium,1,0,22815.1,0.7
EL,2007,29,2,18,1,6,1,1,1,2,1,1,1,0,0,0,1,0,0,0,1,1,1,medium,1,0,22815.1,0.7
EL,2007,18,2,98,2,3,2,2,1,1,1,2,2,1,1,0,0,0,1,1,4,1,4,high,1,0,22815.1,0.7
EL,2007,29,2,23,10,2,1,3,3,2,2,2,2,0,1,1,1,1,1,1,6,1,5,high,1,0,22815.1,0.7
EL,2007,19,2,98,2,6,1,4,1,2,1,2,1,0,1,0,1,0,1,0,3,1,1,high,1,0,22815.1,0.7
EL,2007,23,1,19,17,6,1,2,1,1,1,2,1,0,1,0,0,0,1,0,2,1,1,medium,0,0,22815.1,0.7
EL,2007,29,2,22,8,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,high,1,0,22815.1,0.7
EL,2007,29,1,25,7,1,1,2,2,2,1,2,2,0,1,1,1,0,1,1,5,1,6,high,0,0,22815.1,0.7
EL,2007,27,2,24,10,6,2,3,2,2,1,3,3,1,1,1,1,0,1,1,6,1,1,high,1,0,22815.1,0.7
EL,2007,29,1,98,2,1,1,3,2,2,1,4,4,0,1,1,1,0,1,1,5,1,6,high,0,0,22815.1,0.7
EL,2007,27,2,18,3,6,1,4,2,1,1,2,2,0,1,1,0,0,1,1,4,1,1,medium,1,0,22815.1,0.7
EL,2007,28,1,18,15,6,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,1,medium,0,0,22815.1,0.7
EL,2007,22,2,98,2,1,2,4,3,4,4,3,1,1,1,1,1,1,1,0,6,1,6,high,1,0,22815.1,0.7
EL,2007,25,1,18,15,6,1,2,1,1,1,2,1,0,1,0,0,0,1,0,2,1,1,medium,0,0,22815.1,0.7
EL,2007,21,1,19,12,1,1,4,4,4,1,1,1,0,1,1,1,0,0,0,3,1,6,medium,0,0,22815.1,0.7
EL,2007,16,1,98,2,6,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,high,0,0,22815.1,0.7
EL,2007,21,1,98,2,2,1,4,1,1,1,1,1,0,1,0,0,0,0,0,1,1,5,high,0,0,22815.1,0.7
EL,2007,27,2,98,2,6,2,4,1,1,1,4,4,1,1,0,0,0,1,1,4,1,1,high,1,0,22815.1,0.7
EL,2007,29,2,18,15,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,medium,1,0,22815.1,0.7
EL,2007,29,2,27,12,4,1,3,2,1,1,1,1,0,1,1,0,0,0,0,2,1,3,high,1,0,22815.1,0.7
EL,2007,18,2,98,2,6,1,3,1,2,3,1,1,0,1,0,1,1,0,0,3,1,1,high,1,0,22815.1,0.7
EL,2007,27,2,22,15,6,1,3,3,2,1,2,1,0,1,1,1,0,1,0,4,1,1,high,1,0,22815.1,0.7
EL,2007,26,2,22,8,6,2,4,3,3,1,2,1,1,1,1,1,0,1,0,5,1,1,high,1,0,22815.1,0.7
EL,2007,18,2,18,14,2,1,3,3,1,1,1,1,0,1,1,0,0,0,0,2,1,5,medium,1,0,22815.1,0.7
EL,2007,29,1,18,14,6,1,4,1,1,4,2,1,0,1,0,0,1,1,0,3,1,1,medium,0,0,22815.1,0.7
EL,2007,27,1,22,13,5,1,3,3,2,2,3,3,0,1,1,1,1,1,1,6,1,2,high,0,0,22815.1,0.7
EL,2007,25,2,23,13,4,2,4,2,2,4,2,2,1,1,1,1,1,1,1,7,1,3,high,1,0,22815.1,0.7
EL,2007,22,1,20,15,3,1,3,1,1,2,1,1,0,1,0,0,1,0,0,2,1,4,high,0,0,22815.1,0.7
EL,2007,24,2,98,2,5,1,2,1,1,4,1,1,0,1,0,0,1,0,0,2,1,2,high,1,0,22815.1,0.7
EL,2007,22,2,98,2,5,1,3,1,2,1,1,1,0,1,0,1,0,0,0,2,1,2,high,1,0,22815.1,0.7
EL,2007,25,2,24,13,3,1,4,4,2,1,1,1,0,1,1,1,0,0,0,3,1,4,high,1,0,22815.1,0.7
EL,2007,20,2,98,2,1,1,4,1,2,2,1,1,0,1,0,1,1,0,0,3,1,6,high,1,0,22815.1,0.7
EL,2007,17,2,98,2,5,2,3,1,2,3,2,1,1,1,0,1,1,1,0,5,1,2,high,1,0,22815.1,0.7
EL,2007,24,1,17,17,6,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,medium,0,0,22815.1,0.7
EL,2007,25,2,22,7,4,1,1,2,1,4,1,1,0,0,1,0,1,0,0,2,1,3,high,1,0,22815.1,0.7
EL,2007,27,2,20,14,6,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,high,1,0,22815.1,0.7
EL,2007,16,2,98,2,4,1,3,2,2,1,1,1,0,1,1,1,0,0,0,3,1,3,high,1,0,22815.1,0.7
EL,2007,21,2,98,2,1,1,1,1,1,4,1,1,0,0,0,0,1,0,0,1,1,6,high,1,0,22815.1,0.7
EL,2007,15,2,12,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,low,1,0,22815.1,0.7
EL,2007,24,2,22,13,2,3,4,1,1,2,4,1,1,1,0,0,1,1,0,4,1,5,high,1,0,22815.1,0.7
EL,2007,29,1,18,14,2,1,4,1,4,2,4,1,0,1,0,1,1,1,0,4,1,5,medium,0,0,22815.1,0.7
EL,2007,25,1,20,13,4,2,2,1,1,1,1,1,1,1,0,0,0,0,0,2,1,3,high,0,0,22815.1,0.7
EL,2007,29,1,22,15,5,2,2,2,1,1,1,1,1,1,1,0,0,0,0,3,1,2,high,0,0,22815.1,0.7
EL,2007,26,1,18,14,6,2,2,1,1,1,2,1,1,1,0,0,0,1,0,3,1,1,medium,0,0,22815.1,0.7
EL,2007,27,1,18,13,6,1,4,3,2,1,1,1,0,1,1,1,0,0,0,3,1,1,medium,0,0,22815.1,0.7
EL,2007,29,1,28,13,1,2,3,1,2,3,3,2,1,1,0,1,1,1,1,6,1,6,high,0,0,22815.1,0.7
EL,2007,20,1,98,2,5,2,4,1,3,2,2,2,1,1,0,1,1,1,1,6,1,2,high,0,0,22815.1,0.7
EL,2007,28,2,22,13,4,1,3,3,2,1,3,1,0,1,1,1,0,1,0,4,1,3,high,1,0,22815.1,0.7
EL,2007,25,1,22,13,6,1,4,2,1,1,2,1,0,1,1,0,0,1,0,3,1,1,high,0,0,22815.1,0.7
EL,2007,21,2,98,2,2,2,4,3,4,1,4,4,1,1,1,1,0,1,1,6,1,5,high,1,0,22815.1,0.7
EL,2007,25,2,21,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,high,1,0,22815.1,0.7
EL,2007,23,2,21,17,6,1,4,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,high,1,0,22815.1,0.7
EL,2007,28,2,15,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,low,1,0,22815.1,0.7
EL,2007,16,2,98,2,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,high,1,0,22815.1,0.7
EL,2007,19,1,98,2,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,6,high,0,0,22815.1,0.7
EL,2007,16,1,98,2,2,1,4,3,3,1,4,4,0,1,1,1,0,1,1,5,1,5,high,0,0,22815.1,0.7
EL,2007,17,1,98,2,2,1,4,2,2,2,2,2,0,1,1,1,1,1,1,6,1,5,high,0,0,22815.1,0.7
EL,2007,26,2,22,7,1,2,4,2,4,2,2,2,1,1,1,1,1,1,1,7,1,6,high,1,0,22815.1,0.7
EL,2007,24,1,18,15,6,1,3,2,2,1,1,1,0,1,1,1,0,0,0,3,1,1,medium,0,0,22815.1,0.7
EL,2007,23,1,20,9,6,1,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,high,0,0,22815.1,0.7
EL,2007,17,1,98,2,2,1,4,1,2,1,2,2,0,1,0,1,0,1,1,4,1,5,high,0,0,22815.1,0.7
EL,2007,18,1,98,2,3,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,4,high,0,0,22815.1,0.7
EL,2007,19,2,98,2,2,1,4,2,1,1,2,3,0,1,1,0,0,1,1,4,1,5,high,1,0,22815.1,0.7
EL,2007,29,1,17,13,2,1,2,1,1,3,1,1,0,1,0,0,1,0,0,2,1,5,medium,0,0,22815.1,0.7
EL,2007,15,1,98,2,2,1,3,2,1,3,2,2,0,1,1,0,1,1,1,5,1,5,high,0,0,22815.1,0.7
EL,2007,21,2,21,3,5,2,4,2,1,1,1,1,1,1,1,0,0,0,0,3,1,2,high,1,0,22815.1,0.7
EL,2007,29,1,24,12,1,2,3,3,3,4,4,4,1,1,1,1,1,1,1,7,1,6,high,0,0,22815.1,0.7
EL,2007,20,2,98,2,3,2,3,1,1,4,2,2,1,1,0,0,1,1,1,5,1,4,high,1,0,22815.1,0.7
EL,2007,29,2,23,7,1,1,4,4,1,1,2,2,0,1,1,0,0,1,1,4,1,6,high,1,0,22815.1,0.7
EL,2007,28,2,18,1,6,1,1,1,1,4,1,1,0,0,0,0,1,0,0,1,1,1,medium,1,0,22815.1,0.7
EL,2007,24,1,98,2,2,1,4,3,4,4,2,3,0,1,1,1,1,1,1,6,1,5,high,0,0,22815.1,0.7
EL,2007,24,1,20,15,6,1,2,2,1,1,2,1,0,1,1,0,0,1,0,3,1,1,high,0,0,22815.1,0.7
EL,2007,25,1,18,15,6,1,1,2,1,1,1,1,0,0,1,0,0,0,0,1,1,1,medium,0,0,22815.1,0.7
EL,2007,17,2,98,2,2,1,3,1,2,3,3,3,0,1,0,1,1,1,1,5,1,5,high,1,0,22815.1,0.7
